auction_id,auction_description,round,bidder_frn,bidder_name,item_name,item_description,round_of_pwb,pwb_amount,net_pwb_amount
73,700 MHz Band,261,16701807,"Sky Com 700 MHZ, LLC",WY-CMA486-B,Minnesota 5 - Wilkin,18,2227000,2227000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA494-B,Mississippi 2 - Benton,72,783000,783000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA495-B,Mississippi 3 - Bolivar,72,168000,168000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA536-B,Nebraska 4 - Grant,27,156000,117000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA537-B,Nebraska 5 - Boone,27,1925000,1443750
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-CMA552-B,New Jersey 3 - Sussex,106,204000,153000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA553-B,New Mexico 1 - San Juan,26,2010000,2010000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA568-B,North Carolina 4 - Henderson,25,2367000,2367000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA569-B,North Carolina 5 - Anson,24,181000,135750
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA570-B,North Carolina 6 - Chatham,85,275000,206250
73,700 MHz Band,261,17169509,"Columbia Cellular, Inc.",WY-CMA461-B,Louisiana 8 - St. James,24,793000,674050
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA460-B,Louisiana 7 - West Feliciana,80,93000,93000
73,700 MHz Band,261,3778362,"Agri-Valley Communications, Inc.",WY-CMA481-B,Michigan 10 - Tuscola,149,1309000,1112650
73,700 MHz Band,261,15030844,"Iowa Intelegra Consortium, LLC",WY-CMA482-B,Minnesota 1 - Kittson,31,18000,18000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA172-A,Honolulu HI,58,3728000,2796000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA171-E,Anchorage AK,95,1002000,1002000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA017-B,"Atlanta, GA",27,248784000,248784000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA018-B,"San Diego, CA",31,176977000,176977000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA019-B,"Denver-Boulder, CO",42,55682000,55682000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA034-B,"Rochester, NY",19,19135000,19135000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA035-B,"Sacramento, CA",29,77783000,77783000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA051-B,"Jacksonville, FL",39,30733000,30733000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA050-B,"Honolulu, HI",18,11916000,11916000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA067-B,"Greenville-Spartanburg, SC",26,12861000,12861000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA068-B,"Flint, MI",27,7399000,7399000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA069-B,"Wilmington, DE-NJ-MD",27,21284000,21284000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA083-B,"Mobile, AL",21,11046000,11046000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA084-B,"Harrisburg, PA",27,5547000,5547000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA085-B,"Johnson City-Kingsport, TN-VA",18,5446000,5446000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA100-B,"Shreveport, LA",31,7947000,7947000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA101-B,"Beaumont-Port Arthur, TX",27,2617000,2617000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA117-B,"Colorado Springs, CO",31,6630000,6630000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA118-B,"Reading, PA",27,1820000,1820000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA134-B,"Atlantic City, NJ",27,2520000,2520000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA135-B,"Eugene-Springfield, OR",27,1978000,1978000
73,700 MHz Band,261,5746508,"PCS Partners, L.P.",WY-CMA151-B,"Poughkeepsie, NY",29,674000,505500
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA152-B,"Portland, ME",16,1662000,1662000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA153-B,"Columbus, GA-AL",22,826000,826000
73,700 MHz Band,261,17189325,"VentureTel 700, Inc.",WY-CMA169-B,"Mayaguez, PR",98,547000,410250
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA170-B,"Galveston-Texas City, TX",31,930000,697500
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA168-B,"Tallahassee, FL",27,9312000,9312000
73,700 MHz Band,261,17163114,"I-700, LLC",WY-CMA185-B,"Terre Haute, IN",88,665000,665000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA186-B,"Green Bay, WI",22,3752000,2814000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA187-B,"Anchorage, AK",97,1383000,1383000
73,700 MHz Band,261,3778362,"Agri-Valley Communications, Inc.",WY-CMA181-B,"Muskegon, MI",35,339000,288150
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA182-B,"Fayetteville-Springdale, AR",23,5789000,5789000
73,700 MHz Band,261,17189325,"VentureTel 700, Inc.",WY-CMA202-B,"Arecibo, PR",98,401000,300750
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA203-B,"Lynchburg, VA",29,428000,321000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA219-B,"Monroe, LA",27,1729000,1729000
73,700 MHz Band,261,1649508,"Central Texas Telephone Investments, LP",WY-CMA220-B,"Abilene, TX",27,641000,641000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA013-B,"Pittsburgh, PA",26,76471000,76471000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA014-B,"Baltimore, MD",26,120249000,120249000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA096-B,"Fort Wayne, IN",18,3706000,3706000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA097-B,"Bakersfield, CA",31,8248000,8248000
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA130-B,"Erie, PA",90,224000,168000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA131-B,"Rockford, IL",33,2407000,2407000
73,700 MHz Band,261,17189325,"VentureTel 700, Inc.",WY-CMA147-B,"Ponce, PR",76,590000,442500
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA148-B,"Salem, OR",28,1161000,1161000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA018-A,Greensboro-Winston-Salem NC-VA,60,4872000,3654000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA018-E,Greensboro-Winston-Salem NC-VA,53,4463000,4463000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-BEA085-A,Lafayette LA,31,10614000,10614000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA085-E,Lafayette LA,88,1753000,1753000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA136-E,Hobbs NM-TX,75,286000,286000
73,700 MHz Band,261,1612555,"PVT Networks, Inc.",WY-BEA136-A,Hobbs NM-TX,27,473000,402050
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA031-B,"Columbus, OH",21,23487000,23487000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA030-B,"Portland, OR-WA",28,46451000,46451000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA063-B,"Springfield-Holyoke, MA",27,11806000,11806000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA064-B,"Grand Rapids, MI",22,38441000,38441000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA079-B,"Knoxville, TN",26,18346000,18346000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA080-B,"Baton Rouge, LA",22,16010000,16010000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA113-B,"Madison, WI",27,12029000,12029000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA114-B,"Lakeland-Winter Haven, FL",25,16068000,16068000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA164-B,"Fort Myers, FL",26,12635000,12635000
73,700 MHz Band,261,15014202,"Cox Wireless, Inc.",WY-CMA165-B,Fort Smith AR-OK,103,5789000,5789000
73,700 MHz Band,261,2624856,Wireless Communications Venture,WY-CMA198-B,"St. Cloud, MN",38,8055000,8055000
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA199-B,"Steubenville-Weirton, OH-WV",235,58000,43500
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA215-B,"Chico, CA",82,373000,279750
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA216-B,"Janesville-Beloit, WI",43,546000,409500
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA034-A,Tampa-St. Petersburg FL,25,102138000,102138000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA034-E,Tampa-St. Petersburg FL,36,12410000,12410000
73,700 MHz Band,261,17190216,Continuum 700 LLC,WY-BEA051-A,Columbus OH,33,7814000,5860500
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA051-E,Columbus OH,8,3295000,3295000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-BEA068-A,Champaign-Urbana IL,51,4538000,3403500
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA068-E,Champaign-Urbana IL,111,1742000,1742000
73,700 MHz Band,261,15014202,"Cox Wireless, Inc.",WY-BEA020-A,Norfolk-Virginia Beach VA-NC,45,18868000,18868000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA020-E,Norfolk-Virginia Beach VA-NC,8,6391000,6391000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA016-A,Staunton VA-WV,64,533000,399750
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA015-E,Richmond-Petersburg VA,69,3324000,3324000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA016-E,Staunton VA-WV,65,75000,75000
73,700 MHz Band,261,17190216,Continuum 700 LLC,WY-BEA032-A,Fort Myers-Cape Coral FL,90,5726000,4294500
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA031-E,Miami-Fort Lauderdale FL,51,26110000,26110000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA032-E,Fort Myers-Cape Coral FL,87,353000,353000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA049-A,Cincinnati-Hamilton OH-KY-IN,23,23601000,23601000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA048-E,Charleston WV-KY-OH,29,401000,401000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA049-E,Cincinnati-Hamilton OH-KY-IN,8,4840000,4840000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-BEA066-A,Fort Wayne IN,94,2306000,1729500
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA065-E,Elkhart-Goshen IN-MI,57,754000,754000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA066-E,Fort Wayne IN,69,306000,306000
73,700 MHz Band,261,15014202,"Cox Wireless, Inc.",WY-BEA083-A,New Orleans LA-MS,20,15129000,15129000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA082-E,Biloxi-Gulfport-Pascagoula MS,73,665000,665000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA083-E,New Orleans LA-MS,145,2380000,2380000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-BEA100-A,Des Moines IA-IL-MO,24,7740000,5805000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA099-E,Kansas City MO-KS,57,8260000,8260000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA100-E,Des Moines IA-IL-MO,30,3788000,3788000
73,700 MHz Band,261,14152201,"LL License Holdings, LLC",WY-BEA117-A,Sioux City IA-NE-SD,31,955000,811750
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA116-E,Sioux Falls SD-IA-MN-NE,153,482000,482000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA117-E,Sioux City IA-NE-SD,101,450000,450000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA133-E,McAllen-Edinburg-Mission TX,102,575000,575000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA134-E,San Antonio TX,70,6690000,6690000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA134-A,San Antonio TX,20,23043000,23043000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA150-E,Boise City ID-OR,129,720000,720000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA151-E,Reno NV-CA,154,588000,588000
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-BEA151-A,Reno NV-CA,183,2802000,2101500
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-BEA168-A,Pendleton OR-WA,78,730000,730000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA167-E,Portland-Salem OR-WA,155,15393000,15393000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA008-B,"Washington, DC-MD-VA",26,241363000,241363000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA009-B,"Dallas-Fort Worth, TX",27,131125000,131125000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA010-B,"Houston, TX",26,194492000,194492000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA025-B,"Buffalo, NY",45,10461000,10461000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA026-B,"Phoenix, AZ",27,222649000,222649000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA027-B,"San Jose, CA",27,107376000,107376000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA042-B,Bridgeport-Stamford-Danbury CT,25,34837000,34837000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA043-B,"Norfolk-Virginia Beach, VA-NC",19,42352000,42352000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA058-B,"Allentown-Bethlehem, PA-NJ",27,25572000,25572000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA059-B,"Richmond, VA",31,24745000,24745000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA060-B,"Orlando, FL",26,87282000,87282000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA074-B,"Fresno, CA",44,14057000,14057000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA075-B,"Austin, TX",37,37045000,37045000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA076-B,"New Bedford-Fall River, MA",31,5936000,5936000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA092-B,"Little Rock, AR",23,16582000,16582000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA093-B,"Las Vegas, NV",26,82281000,82281000
73,700 MHz Band,261,1731470,"Puerto Rico Telephone Company, Inc.",WY-CMA091-B,"San Juan-Caguas, PR",69,11498000,11498000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA109-B,"Spokane, WA",27,8309000,8309000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA110-B,"Huntington-Ashland, WV-KY-OH",18,3475000,3475000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA108-B,"Augusta, GA-SC",25,8669000,8669000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA125-B,"Appleton-Oskosh-Neenah, WI",37,6908000,6908000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA126-B,"Salinas-Seaside-Monterey, CA",31,4963000,4963000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA142-B,"Modesto, CA",31,12193000,12193000
73,700 MHz Band,261,17195561,"Miller, David",WY-CMA143-B,"Johnstown, PA",51,158000,118500
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA144-B,"Orange County, NY",83,1831000,1831000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA159-B,"Provo-Orem, UT",27,6032000,6032000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA160-B,"Killeen-Temple, TX",31,4324000,4324000
